row,item_id,candidate,field,annotator,email_subject,reference_value,candidate_value,output_sha256,verdict,critique
22,cal-011,a,requested_action,second-annotator,Question about my long order history + today's delivery,Send the missing rubber eyepiece cover for the binoculars.,Send the missing rubber eyepiece cover separately.,b5733f404cf9b4b00b80528751bf6c032fb2049771be09912ec6503e6da57b39,,
23,cal-012,a,issue_summary,second-annotator,Two problems with my sleeping bag - Order ORD-30011,The Meridian 3-Season Sleeping Bag (order ORD-30011) has two defects: the zipper pull has snapped off and there is a hole in the outer shell fabric near the footbox.,The Meridian 3-Season Sleeping Bag arrived with a snapped zipper pull that prevents closing the bag and a small hole in the outer shell fabric near the footbox that appears to be a manufacturing defect.,d8665bf5fbd27c872ea3ef70c8ca970b5973d4b8197b609f1b6f95fe3f405d19,,
24,cal-012,a,requested_action,second-annotator,Two problems with my sleeping bag - Order ORD-30011,Send a replacement sleeping bag or advise on other available options.,Send a replacement bag or provide information about other available options to resolve the defects.,d451e4e234df3d44d00db9a6e6bbebae3d563f8e30f1bc6385f3179e5d5a5f19,,
25,cal-013,a,issue_summary,second-annotator,Order ORD-30012 - late and incomplete,Order ORD-30012 (Timberline Fleece Jacket) arrived about a week late and is missing the detachable hood that should have come with it.,"The detachable hood that should come attached to the Timberline Fleece Jacket was missing from the package, making the jacket unusable in wet weather.",8ae44567f6670a613660f5481c0bb1c3cd817b19ae073eaf609c6fff1b5c240f,,
26,cal-013,a,requested_action,second-annotator,Order ORD-30012 - late and incomplete,Send the missing detachable hood for the jacket.,Send the missing hood as soon as possible.,efd962b7396ea5dad88cf5a160348054ba1ff702f07215afa5b48363646d7572,,
27,cal-014,a,issue_summary,second-annotator,Need my down vest before I leave,Order ORD-30013 (Alpenglow Down Vest) has shown no tracking movement for four days and the customer needs it before their trek on July 21st.,"The Alpenglow Down Vest from order ORD-30013 is stuck in transit with the carrier showing 'label created' status for four days with no progress, and the customer needs it before departing for a high-altitude trek on Tuesday, July 21st.",75a47a38262c1a350c622edb0bcc9f9705907216bfc64de63982ff8bba973754,,
28,cal-014,a,requested_action,second-annotator,Need my down vest before I leave,Look into the shipment and ensure it arrives before July 21st.,"Investigate the shipment status and ensure the vest is delivered before the customer's departure on Tuesday, July 21st.",320697a81f0da34ff2cca6d2691d1940df1f06875beb800831b2af93ff6adc21,,
29,cal-015,a,issue_summary,second-annotator,This is my second email about order ORD-30014,Customer was charged twice for order ORD-30014 (Frostline Insulated Gloves) and has not received a refund despite a prior email.,The customer was charged $64.99 twice for the same pair of Frostline Insulated Gloves and has not received a refund for the duplicate charge.,69d77d850d372440f23a8650cb128b375bc2e0477f15418c60f64c9368b703f9,,
30,cal-015,a,requested_action,second-annotator,This is my second email about order ORD-30014,Refund the duplicate charge.,Refund the duplicate charge.,26b50484f75f8f6dda1e72fbf2d32ae35f1c62525a12735732b1ef679f47d0d7,,
31,cal-016,a,issue_summary,second-annotator,Wrong size received,Customer received the wrong size (10 instead of 8) for their Talus Hiking Boots on order ORD-30015.,Customer ordered Talus Hiking Boots in size 8 but received size 10 instead.,c95692d806ab049fc4d6311980dfb1e707dce91a1f56dec680efbcf2bbf7cfa7,,
32,cal-016,a,requested_action,second-annotator,Wrong size received,Send the correct size (8) of the Talus Hiking Boots.,Send the correct size (size 8) to the customer.,30895e826a93b1b9a7d24844644dff93723cd755bf7e024c980f49f104133a52,,
33,cal-017,a,issue_summary,second-annotator,Order ORD-30016 - on behalf of my father,The sleeve seam on Osric Vane's Windward Packable Windbreaker (order ORD-30016) has come apart at the cuff.,The sleeve seam has come apart at the cuff on the Windward Packable Windbreaker.,e0c09c53610c46592a0377c0b85e7654e6135a6ef4ee20ba543498cfe90936a5,,
34,cal-017,a,requested_action,second-annotator,Order ORD-30016 - on behalf of my father,Send a replacement Windward Packable Windbreaker.,Provide a replacement for the defective windbreaker and let the customer know the next steps.,a6641867ee5fa0f5df4912e5608722d7733ef40497f194fe6fdd5f1f29fc7c87,,
35,cal-018,a,issue_summary,second-annotator,Question before I order a Northstar Headlamp,"Customer is asking, before purchasing, what battery type the Northstar Headlamp uses and its expected battery life on the high setting.",Customer is inquiring about the battery specifications and runtime of the Northstar Headlamp before placing an order.,913a33b57a2f27fdc25ac5940d1e492729d81bb46d3d99a399922dd8cca97018,,
36,cal-018,a,requested_action,second-annotator,Question before I order a Northstar Headlamp,Confirm the Northstar Headlamp's battery type and expected battery life on the high setting.,Provide information on whether the Northstar Headlamp uses AA or AAA batteries and how many hours of battery life to expect on the high setting.,96fad61e720039249ff746acf0d3f9c4a168ed0adffef6e5962a6c92b1389200,,
37,cal-019,a,issue_summary,second-annotator,Problem with part of my order ORD-30017,The underarm seam on the Juniper Base Layer Top from order ORD-30017 has unraveled after one wash despite following care instructions.,"The seam along the underarm of the Juniper Base Layer Top has started to unravel after one wash, despite following care instructions exactly.",c00a4a5ce838b2c1724c39759d76770cb00f3f216cf24b48ff3f21460def82c1,,
38,cal-019,a,requested_action,second-annotator,Problem with part of my order ORD-30017,Send a replacement Juniper Base Layer Top.,Send a replacement Juniper Base Layer Top.,4c1079f5a223a4a9a74cae0316525cd809995b66a1d4191ed0af7b0135d3b9cd,,
39,cal-020,a,issue_summary,second-annotator,Quick question about my camp chair,"Customer's Driftwood Camp Chair (order ORD-30018) feels uneven, with the seat fabric loose on one side, and they are asking whether that's normal or if they should request a replacement.","The seat fabric on the Driftwood Camp Chair feels loose on one side, with the frame appearing to be seated unevenly.",f00de968b12904438df32dfa8c38337b240587b1c5665873b9f25768acd4b226,,
40,cal-020,a,requested_action,second-annotator,Quick question about my camp chair,Advise whether the unevenness is normal or arrange a replacement chair.,Determine if the uneven seating is normal for these chairs or if a replacement should be provided.,690bace73d7ee0f7b3411c4559b87a80829967ad1177a64d84f806d4bf6297d7,,
41,cal-021,a,issue_summary,second-annotator,Issue with my fire starter kit (ORD-30019),"The accelerant gel cartridge in the Cinder Fire Starter Kit (order ORD-30019) is cracked and has been slowly leaking flammable gel inside the customer's pack, a fire hazard.","The accelerant gel cartridge in the Cinder Fire Starter Kit has a hairline crack and is slowly leaking flammable gel, creating a safety hazard in the customer's gear pack.",5491bb018834e046f38af87bc33b3c0b24560d516121967454e24ff0b6b18e35,,
42,cal-021,a,requested_action,second-annotator,Issue with my fire starter kit (ORD-30019),Send a replacement fire starter kit.,Replace the leaking accelerant gel cartridge so the customer can safely carry the kit on their next trip.,0f4f418cde8c6ddf5e5fc08f7f07b8c39010dc98004105a3f8d0a9779e06989e,,
43,cal-022,a,issue_summary,second-annotator,ABSOLUTELY RIDICULOUS - SCRATCHED STOVE - ORD-30020,"Customer received an Ember Camp Stove (order ORD-30020) with a deep cosmetic scratch across the top panel, though the stove still lights and functions correctly.","The Ember Camp Stove arrived with a deep scratch across the top panel, which is cosmetically unacceptable despite the product functioning correctly.",5d2961d8b1afa88e4d6c21cf081954128d478a2261a9c42b56380a32e7c9f5b3,,
44,cal-022,a,requested_action,second-annotator,ABSOLUTELY RIDICULOUS - SCRATCHED STOVE - ORD-30020,Send an immediate replacement stove and provide a return label for the scratched one.,Send a replacement stove immediately and include a return label for the scratched unit.,8b64d5bd7d4ece22d96c928589d2e75f91988c917d0a6d136a0d96ec74949e9b,,
45,cal-023,a,issue_summary,second-annotator,Just a heads up about my headlamp,"The battery compartment on the Northstar Headlamp (order ORD-30021) sparked and became noticeably warm on two occasions, an electrical hazard.","The battery compartment of the Northstar Headlamp becomes noticeably warm and produces a small spark when the cover is clicked shut, a hazardous condition that has occurred repeatedly.",e7389a36f7b3a1f53fcc5433dea4bf76bd5e9174b623dbe4b8652c7e7c80c98d,,
46,cal-023,a,requested_action,second-annotator,Just a heads up about my headlamp,Advise on next steps -- repair or replacement -- for the headlamp.,Provide a recommendation on whether the headlamp should be repaired or replaced.,81db41854c355af74e95c037b868bfe98e1df17a410b01f289d39795d7d43153,,
47,cal-024,a,issue_summary,second-annotator,Question about warranty registration,Customer is asking whether Ridgeline requires product registration to activate the warranty or whether the warranty applies automatically based on the purchase receipt.,Customer is asking whether Ridgeline requires product registration to activate the warranty or if the warranty is automatic based on the purchase receipt.,7c33ef5c8c0aad5cecf25b35e2b669f0707f252e71c182a96673b5b38f73fd91,,
48,cal-024,a,requested_action,second-annotator,Question about warranty registration,Explain whether warranty coverage requires registration or is automatic based on the receipt.,Provide clarification on Ridgeline's warranty activation process before the customer makes a purchase.,c70e877b0add729536819e60edd2f852a93df5c1565e567e918fc64962b2379a,,
49,cal-025,a,issue_summary,second-annotator,Need this before my flight - Order ORD-30022,Order ORD-30022 (Meridian 3-Season Sleeping Bag) has not updated in tracking for four days and the customer needs it before their flight on July 22nd.,"Order ORD-30022 tracking has not updated for four days despite payment being made in full, and the customer needs the sleeping bag before their flight on July 22.",5c3fb6157ce49060f4441c03c3c2bde910538de2be2734532f5f7962d31718be,,
50,cal-025,a,requested_action,second-annotator,Need this before my flight - Order ORD-30022,Look into the shipping delay and ensure the order ships in time for July 22nd.,"Investigate the shipping delay and ensure the order ships in time for the customer's flight departure next Wednesday, July 22.",0fcfdda80f9b8af47cf1ee96d7f1122581e3d1ff5a1ab48ff60f344ad24ba7aa,,
51,cal-001,b,issue_summary,second-annotator,Charged twice for my Granite Hip Pack order,"Customer was charged twice for order ORD-30001 (Granite Hip Pack 20L), two identical $54.00 charges on the same day.","The customer says their card was charged twice for order ORD-30001 for the Granite Hip Pack 20L, with two identical $54.00 charges posted on the same day.",fab8082ed9954f11341bccec5f68a4594bba6e49b6d8ef3d1dd2198e61e3cf00,,
52,cal-001,b,requested_action,second-annotator,Charged twice for my Granite Hip Pack order,Refund the duplicate charge.,The customer wants the extra charge refunded.,cd355ec502006abaf8b63bf2c74cf12da4474d8e5173156cf60d6e5b08c3d51f,,
53,cal-002,b,issue_summary,second-annotator,Can't reset my Ridgeline account password,Customer cannot reset their Ridgeline account password; the reset emails they requested never arrive.,"Corbin Aldridge cannot reset his Ridgeline account password because the password reset email never arrives, even after multiple requests and checking spam. He has been unable to regain access for two days.",d7914e6ef2dbfd4ff0030b65ed1c898c558f469494d82233b8dd2459e1fb3d2c,,
54,cal-002,b,requested_action,second-annotator,Can't reset my Ridgeline account password,Help restore the customer's access to their account.,He wants support to help him reset his password and regain access to his Ridgeline account. He is asking for assistance resolving why the reset email is not being delivered.,43cb21f395ae1a958ef672999c6c516891eb6fc31a78338687987dfe056b5385,,
55,cal-003,b,issue_summary,second-annotator,Still waiting on my refund,Customer's refund for the returned Basecamp Cook Set (order ORD-30002) has not posted three weeks after the return was confirmed received.,"The customer returned a Basecamp Cook Set from order ORD-30002 on June 18th and was told the return was received, but the refund has not appeared on their card after three weeks. They are following up on the delayed refund.",d5ac4217ed90f402b60953e3c3ed6ac8f2f590226cf26d93f3996e4fe000cee9,,
56,cal-003,b,requested_action,second-annotator,Still waiting on my refund,Process the pending refund for the returned item.,The customer wants the refund processed and posted to their card as soon as possible. They are asking support to move the refund forward and resolve the delay.,bd8f3fc94ae5d886ca6806fe992720d6fbb51a2c50df872ddcd002c562e46405,,
57,cal-004,b,issue_summary,second-annotator,Checking on a shipment plus a gaiter question,Order ORD-30003 (Ridgeline Trail Gaiters) was marked shipped nine days ago but the carrier's tracking shows no scan since then.,"The customer says order ORD-30003 for Ridgeline Trail Gaiters was marked shipped nine days ago, but the carrier tracking still shows no scan since then. He is concerned about where the shipment actually is.",5be3e253ce74273a27b5d42f3241baea47e3d2d48206f87121445cfbf9b1b646,,
58,cal-004,b,requested_action,second-annotator,Checking on a shipment plus a gaiter question,Look into where the shipment actually is.,He wants someone to investigate the shipment status and determine where the package is currently located.,044ffeee3c627c2049beaa09384a957bc00bf0b8fcf5eeb289732559d1772956,,
59,cal-005,b,issue_summary,second-annotator,About my rain poncho order,"Customer's Horizon Rain Poncho (order ORD-30004) is too snug to fit over a jacket, and they want to exchange it for a larger size rather than receive a refund.","The customer says the Horizon Rain Poncho from order ORD-30004 arrived, but it is too snug to fit over a jacket. She prefers to exchange it for a size large instead of returning it for a refund.",37f5f6da39e303741d0dc1e76210a0fde64494fdd620590e006d4e1f0ff1226c,,
60,cal-005,b,requested_action,second-annotator,About my rain poncho order,Exchange the Horizon Rain Poncho from order ORD-30004 for a size large.,Determine whether a size-large exchange is possible and tell her what she needs to do next to complete the swap.,b11effeb3cc226deebfcfa37bef99c3505058125fd80071c51e48dbe301f505c,,
61,cal-006,b,issue_summary,second-annotator,Re: Options for your cracked bear canister,Customer's Ridgetop Bear Canister (order ORD-30005) arrived with a cracked lid seal and they are accepting the offered replacement.,The customer’s Ridgetop Bear Canister from order ORD-30005 arrived with a cracked lid seal. He is responding to support’s proposed remedies and selecting the replacement option.,6611c30a9c9c1d69812ca83ecedfa06550f4286e03f6b272f4dc805a7004e76d,,
62,cal-006,b,requested_action,second-annotator,Re: Options for your cracked bear canister,"Ship a replacement Ridgetop Bear Canister at no charge, per the option the customer selected.","Send a replacement canister at no charge, as requested by the customer.",0f20e42fdaf497104d307e3cac179bdab425f2a27c0ad80d81cc0d211a57d3cd,,
63,cal-007,b,issue_summary,second-annotator,Re: Return for Wayfinder GPS Watch,Customer changed their mind about returning the Wayfinder GPS Watch (order ORD-30006) and no longer wants to send it back.,The customer decided not to return the Wayfinder GPS Watch and instead wants the amount paid applied as store credit. The watch will be kept as a backup.,864cd963bb4c8ab58d9157418172d82d5eb1331b7ee7f37868f4c9ec92571ab8,,
64,cal-007,b,requested_action,second-annotator,Re: Return for Wayfinder GPS Watch,Issue store credit for the watch's value instead of processing the return; the customer will keep the watch.,Apply store credit for the full amount paid for order ORD-30006 instead of processing the return or refund. The customer wants to keep the watch.,5556e7c505d68717c33cb5e4df59c342596f4b861a2daa960e80b55d8438eadd,,
65,cal-008,b,issue_summary,second-annotator,Re: Re: Re: Order status,Customer is following up on a shipping delay for order ORD-30007 (Switchback Trekking Poles) with no progress reported.,The customer is following up on a delayed order and says there has been no progress or update on the shipment. The tracking page still has not changed and fulfillment is still investigating the holdup.,3e4ef1c5c8d486e8e543b33ddd62ec7eff744eee07bf60b9db0f5f95a7f3acf0,,
66,cal-008,b,requested_action,second-annotator,Re: Re: Re: Order status,Provide an update on the delayed order.,The customer wants an update on the status of order ORD-30007 and wants support to resolve the shipping delay. He is asking for progress information and for the team to circle back with concrete news as soon as possible.,14f65b66ef28e032d559077b1dd28887aeb125a48ce0e88ce9c8f61e2915fa3b,,
67,cal-009,b,issue_summary,second-annotator,Re: Re: Order ORD-30008 update,"Customer is following up on a shipping delay for order ORD-30008 (Cairn Daypack 30L), with no ship date a week after the last update.",The customer is asking for an update on order ORD-30008 for the Cairn Daypack 30L and says they still do not see a ship date. They note it has been a week since the last support update.,59a0cbe5a471995aab0cffa84cee1f12250736b5aa1df9eb981420f5b1fb17ef,,
68,cal-009,b,requested_action,second-annotator,Re: Re: Order ORD-30008 update,Provide an update on the delayed order.,Provide the current status of the order and a ship date if available. The customer wants to know when the order will ship.,bd1964b21a1efb39b4920bfbfc7a281e7df64bcd70d041ed57d1b10ed179b055,,
69,cal-010,b,issue_summary,second-annotator,Question and quick issue before my trip,The flint striker handle on the Cinder Fire Starter Kit (order ORD-30009) is cracked and may fail with further use.,"The flint striker on the customer's Cinder Fire Starter Kit has a crack running through the handle. It still works for now, but the customer is worried it may snap during use.",3415f828d5fe4b9f1cbaa0291d8b38ce30f5c225971045a5e5c0d88ef4347405,,
70,cal-010,b,requested_action,second-annotator,Question and quick issue before my trip,Send a replacement Cinder Fire Starter Kit.,The customer wants a replacement fire starter kit sent before an upcoming backcountry trip in a few weeks.,66e39631ab3a3ff8def64beafddeccc0ce49e9b5e72b1b17a5d13ab5cf865e99,,
71,cal-011,b,issue_summary,second-annotator,Question about my long order history + today's delivery,The Overlook Binoculars from order ORD-30010 arrived without the rubber eyepiece cover that should have been included.,"The customer received their Overlook Binoculars order today, but the rubber eyepiece cover that should have been included was missing from the box.",d6a607e1bda8bb118f21a0e7c6fae0c574cbc585786dc4dcd00838676314173c,,
72,cal-011,b,requested_action,second-annotator,Question about my long order history + today's delivery,Send the missing rubber eyepiece cover for the binoculars.,The customer wants the missing rubber eyepiece cover sent separately.,06d14b7fa505e36679c8da63df9c359bbfc75257de84e14ad17348569f6aecef,,
73,cal-012,b,issue_summary,second-annotator,Two problems with my sleeping bag - Order ORD-30011,The Meridian 3-Season Sleeping Bag (order ORD-30011) has two defects: the zipper pull has snapped off and there is a hole in the outer shell fabric near the footbox.,The customer reports that their Meridian 3-Season Sleeping Bag from order ORD-30011 arrived with two defects: the zipper pull snapped off and there is a small hole in the outer shell near the footbox. The bag cannot be zipped closed because of the broken zipper pull.,96ed0a5490b6060d6b3f33c1ae33cc55d133523a1d404c3fe764c0476dcfd8ba,,
74,cal-012,b,requested_action,second-annotator,Two problems with my sleeping bag - Order ORD-30011,Send a replacement sleeping bag or advise on other available options.,"The customer wants a replacement bag, or information on what other options are available to resolve the defects.",dca54b945f24559284ec6fef8a5fadad3422382bdd753e345304b3e855deaa85,,
75,cal-013,b,issue_summary,second-annotator,Order ORD-30012 - late and incomplete,Order ORD-30012 (Timberline Fleece Jacket) arrived about a week late and is missing the detachable hood that should have come with it.,"The customer's order ORD-30012 arrived about a week later than the estimated delivery date, and the package was missing the detachable hood for the Timberline Fleece Jacket. The jacket is incomplete and not fully usable in wet weather without the hood.",301ec63e9ba5f7b54b889a772e8d5f3aaf5d8158f3197b783aac58881b29e694,,
76,cal-013,b,requested_action,second-annotator,Order ORD-30012 - late and incomplete,Send the missing detachable hood for the jacket.,The customer wants the missing detachable hood sent as soon as possible.,f65f1c2162119815d183244970d51ead60d4e43866302f107a7837c6091f5e44,,
77,cal-014,b,issue_summary,second-annotator,Need my down vest before I leave,Order ORD-30013 (Alpenglow Down Vest) has shown no tracking movement for four days and the customer needs it before their trek on July 21st.,The customer's Alpenglow Down Vest from order ORD-30013 is still with the carrier and tracking has been stuck on 'label created' for four days with no further scans. He needs it delivered before his upcoming trip.,18169c2de62191581500a7ceca5613928779df1e48716ed0775810e080cb1b17,,
78,cal-014,b,requested_action,second-annotator,Need my down vest before I leave,Look into the shipment and ensure it arrives before July 21st.,"Investigate the shipment status and get the package moving so it arrives before he leaves for his trek on Tuesday, July 21st.",233295fcea57b113478eaea864b06693b65267f6f845f9db890dc1af8ab4a779,,
79,cal-015,b,issue_summary,second-annotator,This is my second email about order ORD-30014,Customer was charged twice for order ORD-30014 (Frostline Insulated Gloves) and has not received a refund despite a prior email.,The customer says they were charged $64.99 twice for the same pair of Frostline Insulated Gloves and have not received a refund. They are following up after not getting a response to a previous email about order ORD-30014.,0d08f5ecb724de259f5e49350bc923d570d7734df012b263cc17fb02f1caa5e5,,
80,cal-015,b,requested_action,second-annotator,This is my second email about order ORD-30014,Refund the duplicate charge.,Refund the duplicate charge of $64.99. Resolve the billing error for order ORD-30014.,4570594e20bf22fda17f950b8d37e9569fa0390f150ea111ca256423a8a68e2c,,
81,cal-016,b,issue_summary,second-annotator,Wrong size received,Customer received the wrong size (10 instead of 8) for their Talus Hiking Boots on order ORD-30015.,The customer received the wrong size for their Talus Hiking Boots order. They ordered size 8 but received size 10 instead.,12f528af3bc4b85bfec22b070384da88d0e2587cd189aeb89fdce45552d89b71,,
82,cal-016,b,requested_action,second-annotator,Wrong size received,Send the correct size (8) of the Talus Hiking Boots.,Send the correct size for the order. The customer wants the size 8 boots delivered as a replacement.,6d249bb213daa2524c6fb0f857929faff7dd1e363bb3ea3e181b2b38a5b56cd5,,
83,cal-017,b,issue_summary,second-annotator,Order ORD-30016 - on behalf of my father,The sleeve seam on Osric Vane's Windward Packable Windbreaker (order ORD-30016) has come apart at the cuff.,"Bram is writing on behalf of his father, Osric Vane, about order ORD-30016 for a Windward Packable Windbreaker. The sleeve seam has come apart at the cuff.",0f31de80256a1fc4001a5f5e7a545d4337e4252b785bcdc722bd97ea9451b69e,,
84,cal-017,b,requested_action,second-annotator,Order ORD-30016 - on behalf of my father,Send a replacement Windward Packable Windbreaker.,He wants a replacement for the defective Windward Packable Windbreaker and asks for the next steps.,2ed3460fa7b4093f95ac99edac8a9f30e7cde338bc1bdbd3e23240149a5d0a76,,
85,cal-018,b,issue_summary,second-annotator,Question before I order a Northstar Headlamp,"Customer is asking, before purchasing, what battery type the Northstar Headlamp uses and its expected battery life on the high setting.",The customer is asking for product information before placing a new order. He wants to know whether the Northstar Headlamp uses AA or AAA batteries and what battery life to expect on the high setting.,f952fca0328a1b31685ae52b756ec9c8a1240c1b574b9b9756454dcb711b9a67,,
86,cal-018,b,requested_action,second-annotator,Question before I order a Northstar Headlamp,Confirm the Northstar Headlamp's battery type and expected battery life on the high setting.,Provide the battery type and expected battery life on high for the Northstar Headlamp so he can decide whether to place the order.,5cf19c8f52815e8437f92319fefe2b7bdd2cce1909bff3505fc034e50174654d,,
87,cal-019,b,issue_summary,second-annotator,Problem with part of my order ORD-30017,The underarm seam on the Juniper Base Layer Top from order ORD-30017 has unraveled after one wash despite following care instructions.,"The Juniper Base Layer Top from order ORD-30017 has started unraveling at the underarm seam after just one wash, despite following the care instructions exactly. The customer says the water bottle in the same order is fine.",677640439073e593866c2d4026524c45b53b440f06e878577557768176c142f8,,
88,cal-019,b,requested_action,second-annotator,Problem with part of my order ORD-30017,Send a replacement Juniper Base Layer Top.,The customer would like a replacement Juniper Base Layer Top sent to them.,b858db4ba8503585ad8bd04324fa367cdd1acde4c6eab0c51d1ed76b0ed90a6c,,
