row,item_id,candidate,field,annotator,email_subject,reference_value,candidate_value,output_sha256,verdict,critique
67,cal-009,b,issue_summary,owner,Re: Re: Order ORD-30008 update,"Customer is following up on a shipping delay for order ORD-30008 (Cairn Daypack 30L), with no ship date a week after the last update.",The customer is asking for an update on order ORD-30008 for the Cairn Daypack 30L and says they still do not see a ship date. They note it has been a week since the last support update.,59a0cbe5a471995aab0cffa84cee1f12250736b5aa1df9eb981420f5b1fb17ef,pass,
68,cal-009,b,requested_action,owner,Re: Re: Order ORD-30008 update,Provide an update on the delayed order.,Provide the current status of the order and a ship date if available. The customer wants to know when the order will ship.,bd1964b21a1efb39b4920bfbfc7a281e7df64bcd70d041ed57d1b10ed179b055,pass,
69,cal-010,b,issue_summary,owner,Question and quick issue before my trip,The flint striker handle on the Cinder Fire Starter Kit (order ORD-30009) is cracked and may fail with further use.,"The flint striker on the customer's Cinder Fire Starter Kit has a crack running through the handle. It still works for now, but the customer is worried it may snap during use.",3415f828d5fe4b9f1cbaa0291d8b38ce30f5c225971045a5e5c0d88ef4347405,pass,
70,cal-010,b,requested_action,owner,Question and quick issue before my trip,Send a replacement Cinder Fire Starter Kit.,The customer wants a replacement fire starter kit sent before an upcoming backcountry trip in a few weeks.,66e39631ab3a3ff8def64beafddeccc0ce49e9b5e72b1b17a5d13ab5cf865e99,pass,
71,cal-011,b,issue_summary,owner,Question about my long order history + today's delivery,The Overlook Binoculars from order ORD-30010 arrived without the rubber eyepiece cover that should have been included.,"The customer received their Overlook Binoculars order today, but the rubber eyepiece cover that should have been included was missing from the box.",d6a607e1bda8bb118f21a0e7c6fae0c574cbc585786dc4dcd00838676314173c,pass,
72,cal-011,b,requested_action,owner,Question about my long order history + today's delivery,Send the missing rubber eyepiece cover for the binoculars.,The customer wants the missing rubber eyepiece cover sent separately.,06d14b7fa505e36679c8da63df9c359bbfc75257de84e14ad17348569f6aecef,pass,
73,cal-012,b,issue_summary,owner,Two problems with my sleeping bag - Order ORD-30011,The Meridian 3-Season Sleeping Bag (order ORD-30011) has two defects: the zipper pull has snapped off and there is a hole in the outer shell fabric near the footbox.,The customer reports that their Meridian 3-Season Sleeping Bag from order ORD-30011 arrived with two defects: the zipper pull snapped off and there is a small hole in the outer shell near the footbox. The bag cannot be zipped closed because of the broken zipper pull.,96ed0a5490b6060d6b3f33c1ae33cc55d133523a1d404c3fe764c0476dcfd8ba,pass,
74,cal-012,b,requested_action,owner,Two problems with my sleeping bag - Order ORD-30011,Send a replacement sleeping bag or advise on other available options.,"The customer wants a replacement bag, or information on what other options are available to resolve the defects.",dca54b945f24559284ec6fef8a5fadad3422382bdd753e345304b3e855deaa85,pass,
75,cal-013,b,issue_summary,owner,Order ORD-30012 - late and incomplete,Order ORD-30012 (Timberline Fleece Jacket) arrived about a week late and is missing the detachable hood that should have come with it.,"The customer's order ORD-30012 arrived about a week later than the estimated delivery date, and the package was missing the detachable hood for the Timberline Fleece Jacket. The jacket is incomplete and not fully usable in wet weather without the hood.",301ec63e9ba5f7b54b889a772e8d5f3aaf5d8158f3197b783aac58881b29e694,pass,
76,cal-013,b,requested_action,owner,Order ORD-30012 - late and incomplete,Send the missing detachable hood for the jacket.,The customer wants the missing detachable hood sent as soon as possible.,f65f1c2162119815d183244970d51ead60d4e43866302f107a7837c6091f5e44,pass,
77,cal-014,b,issue_summary,owner,Need my down vest before I leave,Order ORD-30013 (Alpenglow Down Vest) has shown no tracking movement for four days and the customer needs it before their trek on July 21st.,The customer's Alpenglow Down Vest from order ORD-30013 is still with the carrier and tracking has been stuck on 'label created' for four days with no further scans. He needs it delivered before his upcoming trip.,18169c2de62191581500a7ceca5613928779df1e48716ed0775810e080cb1b17,pass,
78,cal-014,b,requested_action,owner,Need my down vest before I leave,Look into the shipment and ensure it arrives before July 21st.,"Investigate the shipment status and get the package moving so it arrives before he leaves for his trek on Tuesday, July 21st.",233295fcea57b113478eaea864b06693b65267f6f845f9db890dc1af8ab4a779,pass,
79,cal-015,b,issue_summary,owner,This is my second email about order ORD-30014,Customer was charged twice for order ORD-30014 (Frostline Insulated Gloves) and has not received a refund despite a prior email.,The customer says they were charged $64.99 twice for the same pair of Frostline Insulated Gloves and have not received a refund. They are following up after not getting a response to a previous email about order ORD-30014.,0d08f5ecb724de259f5e49350bc923d570d7734df012b263cc17fb02f1caa5e5,pass,
80,cal-015,b,requested_action,owner,This is my second email about order ORD-30014,Refund the duplicate charge.,Refund the duplicate charge of $64.99. Resolve the billing error for order ORD-30014.,4570594e20bf22fda17f950b8d37e9569fa0390f150ea111ca256423a8a68e2c,pass,
81,cal-016,b,issue_summary,owner,Wrong size received,Customer received the wrong size (10 instead of 8) for their Talus Hiking Boots on order ORD-30015.,The customer received the wrong size for their Talus Hiking Boots order. They ordered size 8 but received size 10 instead.,12f528af3bc4b85bfec22b070384da88d0e2587cd189aeb89fdce45552d89b71,pass,
82,cal-016,b,requested_action,owner,Wrong size received,Send the correct size (8) of the Talus Hiking Boots.,Send the correct size for the order. The customer wants the size 8 boots delivered as a replacement.,6d249bb213daa2524c6fb0f857929faff7dd1e363bb3ea3e181b2b38a5b56cd5,pass,
83,cal-017,b,issue_summary,owner,Order ORD-30016 - on behalf of my father,The sleeve seam on Osric Vane's Windward Packable Windbreaker (order ORD-30016) has come apart at the cuff.,"Bram is writing on behalf of his father, Osric Vane, about order ORD-30016 for a Windward Packable Windbreaker. The sleeve seam has come apart at the cuff.",0f31de80256a1fc4001a5f5e7a545d4337e4252b785bcdc722bd97ea9451b69e,pass,
84,cal-017,b,requested_action,owner,Order ORD-30016 - on behalf of my father,Send a replacement Windward Packable Windbreaker.,He wants a replacement for the defective Windward Packable Windbreaker and asks for the next steps.,2ed3460fa7b4093f95ac99edac8a9f30e7cde338bc1bdbd3e23240149a5d0a76,pass,
85,cal-018,b,issue_summary,owner,Question before I order a Northstar Headlamp,"Customer is asking, before purchasing, what battery type the Northstar Headlamp uses and its expected battery life on the high setting.",The customer is asking for product information before placing a new order. He wants to know whether the Northstar Headlamp uses AA or AAA batteries and what battery life to expect on the high setting.,f952fca0328a1b31685ae52b756ec9c8a1240c1b574b9b9756454dcb711b9a67,pass,
86,cal-018,b,requested_action,owner,Question before I order a Northstar Headlamp,Confirm the Northstar Headlamp's battery type and expected battery life on the high setting.,Provide the battery type and expected battery life on high for the Northstar Headlamp so he can decide whether to place the order.,5cf19c8f52815e8437f92319fefe2b7bdd2cce1909bff3505fc034e50174654d,pass,
87,cal-019,b,issue_summary,owner,Problem with part of my order ORD-30017,The underarm seam on the Juniper Base Layer Top from order ORD-30017 has unraveled after one wash despite following care instructions.,"The Juniper Base Layer Top from order ORD-30017 has started unraveling at the underarm seam after just one wash, despite following the care instructions exactly. The customer says the water bottle in the same order is fine.",677640439073e593866c2d4026524c45b53b440f06e878577557768176c142f8,pass,
